Ingredients;Foodgroup;unit_enhet;g;reference;ID;language
Sjokolade, fylt;Sjokolade snacks;stk;35;NA;565;norwegian
Sjokolade, fylt;Sjokolade snacks;stk;85;u;565;norwegian
Chocolates, filled;Chocolate candy;one;35;NA;565;english
Chocolates, filled;Chocolate candy;one;85;u;565;english
Sjokolade med gelé og marsipan, type Troika;Sjokolade snacks;stk;15;NA;564;norwegian
Sjokolade med gelé og marsipan, type Troika;Sjokolade snacks;stk;65;o.u;564;norwegian
Chocolate, with jelly and marzipan;Chocolate candy;one;15;NA;564;english
Chocolate, with jelly and marzipan;Chocolate candy;one;65;o.u;564;english
Skumgodter, marshmallows;Sjokolade snacks;stk;7;a;574;norwegian
Marshmallows;Chocolate candy;one;7;a;574;english
Smågodt, blandet, uten sjokolade;Sjokolade snacks;stk;3;NA;580;norwegian
Smågodt, blandet, uten sjokolade;Sjokolade snacks;stk;8;NA;580;norwegian
Smågodt, blandet, uten sjokolade;Sjokolade snacks;stk;15;a;580;norwegian
Sweets mix, without chocolate;Chocolate candy;one;3;NA;580;english
Sweets mix, without chocolate;Chocolate candy;one;8;NA;580;english
Sweets mix, without chocolate;Chocolate candy;one;15;a;580;english
Småsjokolader, løsvekt/pose;Sjokolade snacks;stk;5;NA;581;norwegian
Småsjokolader, løsvekt/pose;Sjokolade snacks;stk;10;a;581;norwegian
Sweets mix, chocolate included;Chocolate candy;one;5;NA;581;english
Sweets mix, chocolate included;Chocolate candy;one;10;a;581;english
Tyggegummi;Sjokolade snacks;stk;1;am;652;norwegian
Chewing gum;Chocolate candy;one;1;am;652;english
Baconcrisp;Sjokolade snacks;desiliter;17;a;23;norwegian
Pork scratchings;Chocolate candy;decilitre;17;a;23;english
Baconcrisp;Sjokolade snacks;stk;2;a;23;norwegian
Pork scratchings;Chocolate candy;one;2;a;23;english
Ostepop;Sjokolade snacks;desiliter;10;a;431;norwegian
Cheese doodles;Chocolate candy;decilitre;10;a;431;english
Popcorn;Sjokolade snacks;desiliter;3;a;467;norwegian
Popcorn;Chocolate candy;decilitre;3;a;467;english
Potetchips;Sjokolade snacks;desiliter;12;a;470;norwegian
Potato crisps;Chocolate candy;decilitre;12;a;470;english
Potetskruer;Sjokolade snacks;desiliter;20;ag;475;norwegian
Potato snacks, extruded;Chocolate candy;decilitre;20;ag;475;english
Saltstenger;Sjokolade snacks;stk;2;ag;545;norwegian
Salted sticks;Chocolate candy;one;2;ag;545;english
Tortillachips, maischips;Sjokolade snacks;stk;3;a;648;norwegian
Tortilla chips;Chocolate candy;one;3;a;648;english
Sesampasta, tahini;Vegetarprodukter;til en brødskive;15;f;555;norwegian
Sesame paste, tahini;Vegetarian products;for a slice of bread;15;f;555;english
Sesampasta, tahini;Vegetarprodukter;spiseskje;16;a;555;norwegian
Sesame paste, tahini;Vegetarian products;tablespoon;16;a;555;english
Soyabønneost, tofu;Vegetarprodukter;desiliter;100;a;594;norwegian
Soybean curd, tofu;Vegetarian products;decilitre;100;a;594;english
Soyapølse, hermetisk;Vegetarprodukter;til en brødskive;40;u;596;norwegian
Soy sausage, canned;Vegetarian products;for a slice of bread;40;u;596;english
Vegetabilsk postei, Tartex;Vegetarprodukter;til en brødskive;15;f;664;norwegian
Vegetable spread, Tartex;Vegetarian products;for a slice of bread;15;f;664;english
Olje, flytende margarin;Smør olje;tbsp;10;h;426;norwegian
Oil, liquid margarine;Butter oil;tbsp;10;h;426;english
Olje, flytende margarin;Smør olje;tsp;4,5;ag;426;norwegian
Oil, liquid margarine;Butter oil;tsp;4,5;ag;426;english
Smør, margarin;Smør olje;tbsp;15;a;577;norwegian
Butter, margarine;Butter oil;tbsp;15;a;577;english
Smør, margarin;Smør olje;tsp;7;a;577;norwegian
Butter, margarine;Butter oil;tsp;7;a;577;english
Smør, margarin;Smør olje;til en brødskive;5;ģ;577;norwegian
Butter, margarine;Butter oil;for a slice of bread;5;ģ;577;english
Dressing av majones;Dressing majones;dl;100;f;97;norwegian
Mayonnaise dressing;Dressing mayonnaise;dl;100;f;97;english
Dressing av majones;Dressing majones;tbsp;18;f;97;norwegian
Mayonnaise dressing;Dressing mayonnaise;tbsp;18;f;97;english
Dressing av majones;Dressing majones;tsp;7;f;97;norwegian
Mayonnaise dressing;Dressing mayonnaise;tsp;7;f;97;english
Dressing av majones;Dressing majones;porsjon;25;ģ;97;norwegian
Mayonnaise dressing;Dressing mayonnaise;portion;25;ģ;97;english
Dressing av olje og eddik;Dressing majones;dl;90;ag;98;norwegian
Oil and vinegar dressing;Dressing mayonnaise;dl;90;ag;98;english
Dressing av olje og eddik;Dressing majones;tbsp;10;f;98;norwegian
Oil and vinegar dressing;Dressing mayonnaise;tbsp;10;f;98;english
Dressing av olje og eddik;Dressing majones;tsp;4,5;ag;98;norwegian
Oil and vinegar dressing;Dressing mayonnaise;tsp;4,5;ag;98;english
Dressing av olje og eddik;Dressing majones;porsjon;25;ģ;98;norwegian
Oil and vinegar dressing;Dressing mayonnaise;portion;25;ģ;98;english
Majones, remulade;Dressing majones;dl;95;ag;369;norwegian
Mayonnaise, rémoulade;Dressing mayonnaise;dl;95;ag;369;english
Majones, remulade;Dressing majones;tbsp;13;a;369;norwegian
Mayonnaise, rémoulade;Dressing mayonnaise;tbsp;13;a;369;english
Majones, remulade;Dressing majones;tsp;6;a;369;norwegian
Mayonnaise, rémoulade;Dressing mayonnaise;tsp;6;a;369;english
Majones, remulade;Dressing majones;til en brødskive;10;ģ;369;norwegian
Mayonnaise, rémoulade;Dressing mayonnaise;for a slice of bread;10;ģ;369;english
Majonessalat, påleggssalat;Dressing majones;dl;95;ag;370;norwegian
Mayonnaise salad;Dressing mayonnaise;dl;95;ag;370;english
Majonessalat, påleggssalat;Dressing majones;tbsp;16;a;370;norwegian
Mayonnaise salad;Dressing mayonnaise;tbsp;16;a;370;english
Majonessalat, påleggssalat;Dressing majones;tsp;7;a;370;norwegian
Mayonnaise salad;Dressing mayonnaise;tsp;7;a;370;english
Majonessalat, påleggssalat;Dressing majones;til en brødskive;30;ģ;370;norwegian
Mayonnaise salad;Dressing mayonnaise;for a slice of bread;30;ģ;370;english
Tran Cod liver oil;Omega 3;dl;90;ag;649;norwegian
Tran Cod liver oil;Omega 3;dl;90;ag;649;english
Tran Cod liver oil;Omega 3;tbsp;10;f;649;norwegian
Tran Cod liver oil;Omega 3;tbsp;10;f;649;english
Tran Cod liver oil;Omega 3;tsp;4,5;ag;649;norwegian
Tran Cod liver oil;Omega 3;tsp;4,5;ag;649;english
Tran Cod liver oil;Omega 3;porsjon;5;ģ;649;norwegian
Tran Cod liver oil;Omega 3;portion;5;ģ;649;english
Cheeseburger, fastfood;Retter;stk;105;a;77;norwegian
Cheeseburger, fastfood;dishes;one;105;a;77;english
Fiskegrateng;Retter;porsjon;275;ģ;139;norwegian
Fish gratin;dishes;portion;275;ģ;139;english
Fårikål;Retter;porsjon;450;ģ;163;norwegian
Lamb and cabbage stew;dishes;portion;450;ģ;163;english
Gryterett;Retter;porsjon;300;ģ;189;norwegian
One-pot meal, casserole;dishes;portion;300;ģ;189;english
Grøt;Retter;porsjon;350;ģ;192;norwegian
Porridge;dishes;portion;350;ģ;192;english
Grøt;Retter;desiliter;100;ag;192;norwegian
Porridge;dishes;decilitre;100;ag;192;english
Hamburger, dobbel, fastfood;Retter;stk;180;a;203;norwegian
Burger, double, fastfood;dishes;one;180;a;203;english
Hamburger, ekstra kjøtt, fastfood;Retter;stk;190;a;204;norwegian
Burger, with extra meat, fastfood;dishes;one;190;a;204;english
Hamburger, fastfood;Retter;stk;100;a;205;norwegian
Burger, fastfood;dishes;one;100;a;205;english
Kyllingburger, fastfood;Retter;stk;140;a;328;norwegian
Chicken burger, fastfood;dishes;one;140;a;328;english
Lapskaus;Retter;porsjon;450;ģ;343;norwegian
Stew, with meat, potatoes and vegetables;dishes;portion;450;ģ;343;english
Lasagne;Retter;porsjon;300;ģ;344;norwegian
Lasagna;dishes;portion;300;ģ;344;english
Moussaka;Retter;porsjon;300;ģ;405;norwegian
Moussaka;dishes;portion;300;ģ;405;english
Pai;Retter;porsjon;300;ģ;432;norwegian
Pie;dishes;portion;300;ģ;432;english
Pannekaker;Retter;stk;65;a;433;norwegian
Pancakes;dishes;one;65;a;433;english
Pasta med kjøttsaus;Retter;porsjon;300;f;440;norwegian
Pasta bolognese;dishes;portion;300;f;440;english
Pizza;Retter;porsjon;300;ģ;461;norwegian
Pizza;dishes;portion;300;ģ;461;english
Ratatouille;Retter;porsjon;130;ģ;494;norwegian
Ratatouille;dishes;portion;130;ģ;494;english
Salat, med grønnsaker o.l.;Retter;porsjon;135;ģ;541;norwegian
Salad, with vegetables etc;dishes;portion;135;ģ;541;english
Sashimi;Retter;stk;20;a;546;norwegian
Sashimi;dishes;one;20;a;546;english
Suppe;Retter;porsjon;350;ģ;616;norwegian
Soup;dishes;portion;350;ģ;616;english
Suppe;Retter;desiliter;100;e;616;norwegian
Soup;dishes;decilitre;100;e;616;english
Sushi, maki;Retter;stk;25;a;618;norwegian
Sushi, rolled, maki;dishes;one;25;a;618;english
Sushi, nigiri;Retter;stk;30;a;619;norwegian
Sushi, nigiri;dishes;one;30;a;619;english
Bearnaisesaus;Saus dressing;dl;100;e;32;norwegian
Bearnaise sauce;sauce dressing;dl;100;e;32;english
Bearnaisesaus;Saus dressing;porsjon;75;ģ;32;norwegian
Bearnaise sauce;sauce dressing;portion;75;ģ;32;english
Brun saus;Saus dressing;dl;100;e;52;norwegian
Brown sauce;sauce dressing;dl;100;e;52;english
Brun saus;Saus dressing;porsjon;75;ģ;52;norwegian
Brown sauce;sauce dressing;portion;75;ģ;52;english
Buljongpulver;Saus dressing;dl;70;a;59;norwegian
Bouillon powder;sauce dressing;dl;70;a;59;english
Buljongpulver;Saus dressing;tbsp;11;f;59;norwegian
Bouillon powder;sauce dressing;tbsp;11;f;59;english
Buljongpulver;Saus dressing;tsp;4,5;f;59;norwegian
Bouillon powder;sauce dressing;tsp;4,5;f;59;english
Dipsaus, barbequesaus;Saus dressing;tbsp;17;a;95;norwegian
BBQ sauce;sauce dressing;tbsp;17;a;95;english
Dipsaus, barbequesaus;Saus dressing;tsp;6;a;95;norwegian
BBQ sauce;sauce dressing;tsp;6;a;95;english
Hvit saus;Saus dressing;dl;100;e;227;norwegian
Béchamel sauce;sauce dressing;dl;100;e;227;english
Hvit saus;Saus dressing;porsjon;75;g;227;norwegian
Béchamel sauce;sauce dressing;portion;75;g;227;english
Pesto;Saus dressing;dl;100;a;456;norwegian
Pesto;sauce dressing;dl;100;a;456;english
Pesto;Saus dressing;tbsp;18;a;456;norwegian
Pesto;sauce dressing;tbsp;18;a;456;english
Pesto;Saus dressing;tsp;7;a;456;norwegian
Pesto;sauce dressing;tsp;7;a;456;english
Potetmospulver;Saus dressing;dl;35;a;473;norwegian
Instant mashed potato;sauce dressing;dl;35;a;473;english
Potetmospulver;Saus dressing;tbsp;4;a;473;norwegian
Instant mashed potato;sauce dressing;tbsp;4;a;473;english
Potetmospulver;Saus dressing;tsp;2;a;473;norwegian
Instant mashed potato;sauce dressing;tsp;2;a;473;english
Sjysaus;Saus dressing;dl;100;e;571;norwegian
Gravy sauce;sauce dressing;dl;100;e;571;english
Sjysaus;Saus dressing;porsjon;75;ģ;571;norwegian
Gravy sauce;sauce dressing;portion;75;ģ;571;english
Soyasaus;Saus dressing;dl;115;a;597;norwegian
Soy sauce;sauce dressing;dl;115;a;597;english
Soyasaus;Saus dressing;tbsp;13;a;597;norwegian
Soy sauce;sauce dressing;tbsp;13;a;597;english
Soyasaus;Saus dressing;tsp;6;a;597;norwegian
Soy sauce;sauce dressing;tsp;6;a;597;english
Tacokrydder;Saus dressing;tbsp;8;a;630;norwegian
Taco spice mix;sauce dressing;tbsp;8;a;630;english
Tacokrydder;Saus dressing;tsp;3,5;a;630;norwegian
Taco spice mix;sauce dressing;tsp;3,5;a;630;english
Tacosaus;Saus dressing;dl;105;a;631;norwegian
Taco sauce;sauce dressing;dl;105;a;631;english
Tacosaus;Saus dressing;tbsp;17;a;631;norwegian
Taco sauce;sauce dressing;tbsp;17;a;631;english
Tacosaus;Saus dressing;tsp;7;a;631;norwegian
Taco sauce;sauce dressing;tsp;7;a;631;english
Bærsaus;Desert iskrem;dl;100;e;62;norwegian
Berry sauce;Desert icecream;dl;100;e;62;english
Bærsaus;Desert iskrem;porsjon;75;ģ;62;norwegian
Berry sauce;Desert icecream;portion;75;ģ;62;english
Fromasj;Desert iskrem;porsjon;140;f;156;norwegian
Mousse;Desert icecream;portion;140;f;156;english
Gelé;Desert iskrem;porsjon;140;ģ;167;norwegian
Jelly;Desert icecream;portion;140;ģ;167;english
Iskrem;Desert iskrem;dl;60;a;239;norwegian
Ice cream;Desert icecream;dl;60;a;239;english
Iskrem;Desert iskrem;kule;60;a;239;norwegian
Ice cream;Desert icecream;scoop;60;a;239;english
Iskrem;Desert iskrem;porsjon;95;ģ;239;norwegian
Ice cream;Desert icecream;portion;95;ģ;239;english
Iskrem, fløteis i kjeks, type Sandwich;Desert iskrem;stk;65;u;240;norwegian
Ice cream, Sandwich;Desert icecream;one;65;u;240;english
Iskrem, med kjeks, type Krone-is;Desert iskrem;stk;75;NA;241;norwegian
Iskrem, med kjeks, type Krone-is;Desert iskrem;stk;135;u;241;norwegian
Ice cream, Krone-is;Desert icecream;one;75;NA;241;english
Ice cream, Krone-is;Desert icecream;one;135;u;241;english
Iskrem, pinneis, fløteis med sjokoladetrekk;Desert iskrem;stk;40;u;242;norwegian
Ice cream, chocolate ice, coated with chocolate;Desert icecream;one;40;u;242;english
Iskrem, vaniljeis i kjeks, type Båtis;Desert iskrem;stk;70;u;243;norwegian
Ice cream, vanilla, in a wafer boat;Desert icecream;one;70;u;243;english
Karamellsaus;Desert iskrem;dl;130;ag;265;norwegian
Caramel sauce;Desert icecream;dl;130;ag;265;english
Karamellsaus;Desert iskrem;spiseskje;17;f;265;norwegian
Caramel sauce;Desert icecream;tablespoon;17;f;265;english
Karamellsaus;Desert iskrem;porsjon;25;ģ;265;norwegian
Caramel sauce;Desert icecream;portion;25;ģ;265;english
Melisglasur;Desert iskrem;dl;135;a;388;norwegian
Frosting;Desert icecream;dl;135;a;388;english
Melisglasur;Desert iskrem;spiseskje;17;a;388;norwegian
Frosting;Desert icecream;tablespoon;17;a;388;english
Pudding (sjokolade, karamell o.l.);Desert iskrem;porsjon;140;ģ;478;norwegian
Pudding (chocolate, caramel etc);Desert icecream;portion;140;ģ;478;english
Romkrem;Desert iskrem;dl;95;f;517;norwegian
Rum custard;Desert icecream;dl;95;f;517;english
Romkrem;Desert iskrem;spiseskje;13;f;517;norwegian
Rum custard;Desert icecream;tablespoon;13;f;517;english
Saftis;Desert iskrem;stk;65;u;537;norwegian
Water ice stick;Desert icecream;one;65;u;537;english
Sjokoladeglasur;Desert iskrem;dl;130;f;566;norwegian
Chocolate frosting;Desert icecream;dl;130;f;566;english
Sjokoladeglasur;Desert iskrem;spiseskje;17;f;566;norwegian
Chocolate frosting;Desert icecream;tablespoon;17;f;566;english
Sjokoladesaus;Desert iskrem;dl;130;ag;570;norwegian
Chocolate sauce;Desert icecream;dl;130;ag;570;english
Sjokoladesaus;Desert iskrem;spiseskje;17;f;570;norwegian
Chocolate sauce;Desert icecream;tablespoon;17;f;570;english
Sjokoladesaus;Desert iskrem;porsjon;25;ģ;570;norwegian
Chocolate sauce;Desert icecream;portion;25;ģ;570;english
Smørkrem;Desert iskrem;dl;95;n;578;norwegian
Chocolate butter cream;Desert icecream;dl;95;n;578;english
Smørkrem;Desert iskrem;spiseskje;14;n;578;norwegian
Chocolate butter cream;Desert icecream;tablespoon;14;n;578;english
Sorbet;Desert iskrem;dl;80;a;591;norwegian
Sherbet;Desert icecream;dl;80;a;591;english
Sorbet;Desert iskrem;kule;75;a;591;norwegian
Sherbet;Desert icecream;scoop;75;a;591;english
Sorbet;Desert iskrem;porsjon;95;ģ;591;norwegian
Sherbet;Desert icecream;portion;95;ģ;591;english
Vaniljekrem, eggekrem;Desert iskrem;dl;95;a;658;norwegian
Vanilla custard, egg custard;Desert icecream;dl;95;a;658;english
Vaniljekrem, eggekrem;Desert iskrem;spiseskje;13;a;658;norwegian
Vanilla custard, egg custard;Desert icecream;tablespoon;13;a;658;english
Vaniljesaus;Desert iskrem;dl;100;e;659;norwegian
Vanilla sauce;Desert icecream;dl;100;e;659;english
Vaniljesaus;Desert iskrem;porsjon;75;ģ;659;norwegian
Vanilla sauce;Desert icecream;portion;75;ģ;659;english
Bakepulver;Bakevarer Diverse ingredienser;tbsp;14;a;25;norwegian
Baking powder;Ingredients;tbsp;14;a;25;english
Bakepulver;Bakevarer Diverse ingredienser;tsp;5,5;a;25;norwegian
Baking powder;Ingredients;tsp;5,5;a;25;english
Eddik;Bakevarer Diverse ingredienser;tbsp;11;e;104;norwegian
Vinegar;Ingredients;tbsp;11;e;104;english
Eddik;Bakevarer Diverse ingredienser;tsp;5;e;104;norwegian
Vinegar;Ingredients;tsp;5;e;104;english
Eddik;Bakevarer Diverse ingredienser;desiliter;100;e;104;norwegian
Vinegar;Ingredients;decilitre;100;e;104;english
Gelatin (pulver/plate);Bakevarer Diverse ingredienser;tbsp;8;a;166;norwegian
Gelatin;Ingredients;tbsp;8;a;166;english
Gelatin (pulver/plate);Bakevarer Diverse ingredienser;tsp;4;a;166;norwegian
Gelatin;Ingredients;tsp;4;a;166;english
Gelatin (pulver/plate);Bakevarer Diverse ingredienser;plate;2;a;166;norwegian
Gelatin;Ingredients;leaf;2;a;166;english
Kakaopulver;Bakevarer Diverse ingredienser;tbsp;7;a;249;norwegian
Cocoa powder;Ingredients;tbsp;7;a;249;english
Kakaopulver;Bakevarer Diverse ingredienser;tsp;4,5;a;249;norwegian
Cocoa powder;Ingredients;tsp;4,5;a;249;english
Kakaopulver;Bakevarer Diverse ingredienser;desiliter;50;a;249;norwegian
Cocoa powder;Ingredients;decilitre;50;a;249;english
Kokosmasse;Bakevarer Diverse ingredienser;tbsp;5;a;298;norwegian
Desiccated coconut;Ingredients;tbsp;5;a;298;english
Kokosmasse;Bakevarer Diverse ingredienser;tsp;2,5;a;298;norwegian
Desiccated coconut;Ingredients;tsp;2,5;a;298;english
Kokosmasse;Bakevarer Diverse ingredienser;desiliter;35;a;298;norwegian
Desiccated coconut;Ingredients;decilitre;35;a;298;english
Kokosmelk;Bakevarer Diverse ingredienser;tbsp;10;a;299;norwegian
Coconut milk;Ingredients;tbsp;10;a;299;english
Kokosmelk;Bakevarer Diverse ingredienser;tsp;4;a;299;norwegian
Coconut milk;Ingredients;tsp;4;a;299;english
Kokosmelk;Bakevarer Diverse ingredienser;desiliter;95;a;299;norwegian
Coconut milk;Ingredients;decilitre;95;a;299;english
Pepper, hel;Bakevarer Diverse ingredienser;tbsp;9;a;448;norwegian
Black pepper, whole;Ingredients;tbsp;9;a;448;english
Pepper, hel;Bakevarer Diverse ingredienser;tsp;4;a;448;norwegian
Black pepper, whole;Ingredients;tsp;4;a;448;english
Pepper, malt;Bakevarer Diverse ingredienser;tbsp;5;a;449;norwegian
Black pepper, grounded;Ingredients;tbsp;5;a;449;english
Pepper, malt;Bakevarer Diverse ingredienser;tsp;2,5;a;449;norwegian
Black pepper, grounded;Ingredients;tsp;2,5;a;449;english
Pressgjær, fersk gjær;Bakevarer Diverse ingredienser;stk;50;o;476;norwegian
Bakers yeast, compressed;Ingredients;one;50;o;476;english
Salt, fint;Bakevarer Diverse ingredienser;tbsp;17;a;542;norwegian
Salt, grounded;Ingredients;tbsp;17;a;542;english
Salt, fint;Bakevarer Diverse ingredienser;tsp;7;a;542;norwegian
Salt, grounded;Ingredients;tsp;7;a;542;english
Salt, fint;Bakevarer Diverse ingredienser;desiliter;130;a;542;norwegian
Salt, grounded;Ingredients;decilitre;130;a;542;english
Salt, grovt;Bakevarer Diverse ingredienser;tbsp;16;a;543;norwegian
Salt, coarse;Ingredients;tbsp;16;a;543;english
Salt, grovt;Bakevarer Diverse ingredienser;tsp;8;a;543;norwegian
Salt, coarse;Ingredients;tsp;8;a;543;english
Salt, grovt;Bakevarer Diverse ingredienser;desiliter;110;a;543;norwegian
Salt, coarse;Ingredients;decilitre;110;a;543;english
Sennep;Bakevarer Diverse ingredienser;tbsp;16;a;550;norwegian
Mustard;Ingredients;tbsp;16;a;550;english
Sennep;Bakevarer Diverse ingredienser;tsp;7;a;550;norwegian
Mustard;Ingredients;tsp;7;a;550;english
Sennep;Bakevarer Diverse ingredienser;desiliter;100;a;550;norwegian
Mustard;Ingredients;decilitre;100;a;550;english
Sjokoladepulver, rett i koppen;Bakevarer Diverse ingredienser;tbsp;8;a;568;norwegian
Cocoa, instant powder;Ingredients;tbsp;8;a;568;english
Sjokoladepulver, rett i koppen;Bakevarer Diverse ingredienser;tsp;4;a;568;norwegian
Cocoa, instant powder;Ingredients;tsp;4;a;568;english
Sjokoladepulver, rett i koppen;Bakevarer Diverse ingredienser;desiliter;45;a;568;norwegian
Cocoa, instant powder;Ingredients;decilitre;45;a;568;english
Tørrgjær;Bakevarer Diverse ingredienser;tbsp;6;a;654;norwegian
Bakers yeast, active, dry;Ingredients;tbsp;6;a;654;english
Tørrgjær;Bakevarer Diverse ingredienser;tsp;3;a;654;norwegian
Bakers yeast, active, dry;Ingredients;tsp;3;a;654;english
Tørrgjær;Bakevarer Diverse ingredienser;pose;12;o;654;norwegian
Bakers yeast, active, dry;Ingredients;packet;12;o;654;english
Fruktpuré, fruktsmoothie;Spedbarnsmat;dl;100;e;158;norwegian
Fruit purée, fruit smoothie;Baby food;dl;100;e;158;english
Fruktpuré, fruktsmoothie;Spedbarnsmat;tbsp;10;a;158;norwegian
Fruit purée, fruit smoothie;Baby food;tbsp;10;a;158;english
Fruktpuré, fruktsmoothie;Spedbarnsmat;tsp;5;a;158;norwegian
Fruit purée, fruit smoothie;Baby food;tsp;5;a;158;english
Grøt, pulver;Spedbarnsmat;dl;40;a;193;norwegian
Porridge, powder;Baby food;dl;40;a;193;english
Grøt, pulver;Spedbarnsmat;tbsp;6;a;193;norwegian
Porridge, powder;Baby food;tbsp;6;a;193;english
Grøt, pulver;Spedbarnsmat;tsp;3;a;193;norwegian
Porridge, powder;Baby food;tsp;3;a;193;english
Grøt, spiseklar;Spedbarnsmat;dl;100;a;194;norwegian
Porridge, prepared;Baby food;dl;100;a;194;english
Grøt, spiseklar;Spedbarnsmat;tbsp;17;a;194;norwegian
Porridge, prepared;Baby food;tbsp;17;a;194;english
Grøt, spiseklar;Spedbarnsmat;tsp;8;a;194;norwegian
Porridge, prepared;Baby food;tsp;8;a;194;english
Mat på glass;Spedbarnsmat;dl;100;e;383;norwegian
Food in jars;Baby food;dl;100;e;383;english
Mat på glass;Spedbarnsmat;tbsp;16;a;383;norwegian
Food in jars;Baby food;tbsp;16;a;383;english
Mat på glass;Spedbarnsmat;tsp;5;a;383;norwegian
Food in jars;Baby food;tsp;5;a;383;english
Morsmelk;Spedbarnsmat;dl;100;e;402;norwegian
Breast milk;Baby food;dl;100;e;402;english
Morsmelk;Spedbarnsmat;tbsp;11;e;402;norwegian
Breast milk;Baby food;tbsp;11;e;402;english
Morsmelk;Spedbarnsmat;tsp;5;e;402;norwegian
Breast milk;Baby food;tsp;5;e;402;english
Morsmelkerstatning/tilskuddsblanding, drikkeklar;Spedbarnsmat;dl;100;e;403;norwegian
Breast milk replacement/toddler formula, prepared;Baby food;dl;100;e;403;english
Morsmelkerstatning/tilskuddsblanding, drikkeklar;Spedbarnsmat;tbsp;11;e;403;norwegian
Breast milk replacement/toddler formula, prepared;Baby food;tbsp;11;e;403;english
Morsmelkerstatning/tilskuddsblanding, drikkeklar;Spedbarnsmat;tsp;5;e;403;norwegian
Breast milk replacement/toddler formula, prepared;Baby food;tsp;5;e;403;english
Morsmelkerstatning/tilskuddsblanding, pulver;Spedbarnsmat;dl;50;a;404;norwegian
Breast milk replacement/toddler formula, powder;Baby food;dl;50;a;404;english
Morsmelkerstatning/tilskuddsblanding, pulver;Spedbarnsmat;tbsp;7;a;404;norwegian
Breast milk replacement/toddler formula, powder;Baby food;tbsp;7;a;404;english
Morsmelkerstatning/tilskuddsblanding, pulver;Spedbarnsmat;tsp;2;a;404;norwegian
Breast milk replacement/toddler formula, powder;Baby food;tsp;2;a;404;english
